Campaign,Ad Group,Creative ID,Creative Name,Period,Spend,Impressions,Reach,CPM,2s View,6s Focused View,25% View,50% View,75% View,100% View,CTR,CPC,LP Arrival,CV,CVR,CPA,ROAS,Saves,Comments,Shares,Negative Reactions,Review Status,Rejection Reason,LP Changed,Tracking Changed,Comment Themes,Diagnosis Tag,Winning Elements,Losing Elements,Next Seedance Brief
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
